Id,disagreement
19760,0.5
5836,0.5
11410,0.5
3490,0.5
3336,0.5
3399,0.5
18120,0.5
19954,0.5
2743,0.5
11415,0.5
11424,0.5
11457,0.5
11460,0.5
1390,0.5
11326,0.5
11368,0.5
8198,0.5
8208,0.5
8063,0.5
2565,0.5
3451,0.5
3464,0.5
1406,0.5
11234,0.5
11244,0.5
11259,0.5
5628,0.5
5644,0.5
5645,0.5
5654,0.5
18059,0.5
18179,0.5
6911,0.5
6952,0.5
1877,0.5
7944,0.5
11696,0.5
11989,0.5
11995,0.5
11761,0.5
11780,0.5
5623,0.5
1251,0.5
3625,0.5
17748,0.5
17752,0.5
17981,0.5
349,0.5
17914,0.5
11850,0.5
2976,0.5
7400,0.5
1996,0.5
19764,0.5
11861,0.5
12083,0.5
1270,0.5
12001,0.5
12015,0.5
5894,0.5
6854,0.5
6865,0.5
8184,0.5
8186,0.5
3560,0.5
3567,0.5
5950,0.5
5516,0.5
5528,0.5
5550,0.5
12080,0.5
12162,0.5
12169,0.5
11139,0.5
7221,0.5
19536,0.5
19544,0.5
19578,0.5
117,0.5
19443,0.5
2915,0.5
12232,0.5
17833,0.5
7948,0.5
7984,0.5
8017,0.5
7842,0.5
17842,0.5
12246,0.5
12264,0.5
5963,0.5
6017,0.5
10902,0.5
12460,0.5
12464,0.5
17659,0.5
17686,0.5
385,0.5
17611,0.5
8257,0.5
8278,0.5
5407,0.5
5427,0.5
5438,0.5
5449,0.5
5474,0.5
12531,0.5
12542,0.5
12608,0.5
8478,0.5
8513,0.5
3633,0.5
2534,0.5
2516,0.5
10821,0.5
12800,0.5
1152,0.5
2279,0.5
5346,0.5
10855,0.5
1477,0.5
10726,0.5
1463,0.5
12957,0.5
101,0.5
17155,0.5
17156,0.5
17425,0.5
426,0.5
8443,0.5
19358,0.5
19384,0.5
7204,0.5
7218,0.5
12867,0.5
12879,0.5
5265,0.5
1110,0.5
2172,0.5
6060,0.5
17342,0.5
3253,0.5
263,0.5
18360,0.5
18378,0.5
18453,0.5
6093,0.5
6118,0.5
13059,0.5
2302,0.5
13173,0.5
13211,0.5
13213,0.5
10585,0.5
10602,0.5
10672,0.5
17095,0.5
6756,0.5
6768,0.5
6799,0.5
6801,0.5
8434,0.5
3031,0.5
3054,0.5
3093,0.5
7627,0.5
7489,0.5
5165,0.5
10570,0.5
10305,0.5
10337,0.5
10343,0.5
2150,0.5
13518,0.5
16930,0.5
3805,0.5
16983,0.5
17232,0.5
450,0.5
13352,0.5
13409,0.5
5132,0.5
6193,0.5
6246,0.5
10178,0.5
1542,0.5
13530,0.5
13617,0.5
13620,0.5
13439,0.5
2322,0.5
5022,0.5
8564,0.5
2065,0.5
16887,0.5
13519,0.5
1557,0.5
10117,0.5
10119,0.5
10139,0.5
10156,0.5
13813,0.5
13818,0.5
16689,0.5
16732,0.5
16768,0.5
3890,0.5
3919,0.5
13828,0.5
13697,0.5
13710,0.5
13711,0.5
13732,0.5
13865,0.5
13876,0.5
13932,0.5
13943,0.5
988,0.5
13800,0.5
4968,0.5
4993,0.5
5000,0.5
10168,0.5
1578,0.5
8647,0.5
3184,0.5
18804,0.5
18551,0.5
18568,0.5
225,0.5
18628,0.5
8669,0.5
10098,0.5
10108,0.5
14173,0.5
14030,0.5
14035,0.5
6331,0.5
540,0.5
16580,0.5
16584,0.5
16681,0.5
8861,0.5
8862,0.5
8641,0.5
6380,0.5
6394,0.5
920,0.5
14218,0.5
14345,0.5
2364,0.5
19185,0.5
19238,0.5
19046,0.5
160,0.5
19068,0.5
19083,0.5
19401,0.5
4868,0.5
6675,0.5
6677,0.5
6710,0.5
6718,0.5
6726,0.5
8802,0.5
8811,0.5
2493,0.5
4017,0.5
16777,0.5
1741,0.5
8868,0.5
16542,0.5
16571,0.5
574,0.5
14453,0.5
14485,0.5
14515,0.5
14533,0.5
14289,0.5
14293,0.5
14319,0.5
14332,0.5
14339,0.5
9888,0.5
16287,0.5
597,0.5
16469,0.5
16485,0.5
16504,0.5
16408,0.5
9038,0.5
9938,0.5
9981,0.5
9996,0.5
14586,0.5
14607,0.5
2378,0.5
879,0.5
1623,0.5
16212,0.5
2470,0.5
4107,0.5
4126,0.5
4150,0.5
9653,0.5
9679,0.5
9694,0.5
14674,0.5
838,0.5
2398,0.5
4627,0.5
18979,0.5
1939,0.5
9698,0.5
9511,0.5
9512,0.5
15022,0.5
827,0.5
14885,0.5
14895,0.5
16306,0.5
18647,0.5
18657,0.5
7882,0.5
7779,0.5
7787,0.5
7798,0.5
7822,0.5
7830,0.5
16333,0.5
15061,0.5
7698,0.5
3126,0.5
3142,0.5
3168,0.5
16260,0.5
16271,0.5
16273,0.5
16126,0.5
9122,0.5
9149,0.5
1719,0.5
1724,0.5
8969,0.5
179,0.5
18913,0.5
806,0.5
14960,0.5
2408,0.5
2413,0.5
4497,0.5
9089,0.5
9092,0.5
16177,0.5
16068,0.5
4566,0.5
15286,0.5
775,0.5
15192,0.5
15200,0.5
6415,0.5
6447,0.5
6493,0.5
9461,0.5
4473,0.5
15232,0.5
15234,0.5
15978,0.5
15843,0.5
15854,0.5
4211,0.5
4223,0.5
4228,0.5
4254,0.5
4262,0.5
4276,0.5
15911,0.5
9201,0.5
15264,0.5
15579,0.5
15360,0.5
15376,0.5
9484,0.5
9263,0.5
9360,0.5
2103,0.5
6535,0.5
6540,0.5
6649,0.5
9173,0.5
9179,0.5
15920,0.5
15936,0.5
9275,0.5
9339,0.5
15445,0.5
15448,0.5
15462,0.5
15498,0.5
15502,0.5
18884,0.5
7059,0.5
7081,0.5
7108,0.5
7131,0.5
672,0.5
2435,0.5
4367,0.5
716,0.5
15855,0.5
15859,0.5
15869,0.5
15731,0.5
15756,0.5
7312,0.5
19783,0.5
1372,0.5
11670,0.5
5719,0.5
5771,0.5
2751,0.5
2761,0.5
19860,0.5
19883,0.5
19887,0.5
19891,0.5
19911,0.5
13,0.5
11489,0.5
7274,0.5
7279,0.5
7301,0.5
311,0.4375
319,0.4375
3407,0.4375
18123,0.4375
18148,0.4375
59,0.4375
2722,0.4375
11455,0.4375
11299,0.4375
11747,0.4375
11749,0.4375
11757,0.4375
11597,0.4375
11614,0.4375
11625,0.4375
11373,0.4375
15786,0.4375
18890,0.4375
216,0.4375
18723,0.4375
18734,0.4375
18750,0.4375
7069,0.4375
7104,0.4375
7107,0.4375
7141,0.4375
4326,0.4375
4342,0.4375
15641,0.4375
15868,0.4375
15881,0.4375
15712,0.4375
6536,0.4375
6543,0.4375
6549,0.4375
6584,0.4375
6636,0.4375
1694,0.4375
15919,0.4375
9302,0.4375
9355,0.4375
15644,0.4375
15700,0.4375
15709,0.4375
15471,0.4375
15504,0.4375
15531,0.4375
15544,0.4375
15225,0.4375
15977,0.4375
15979,0.4375
642,0.4375
4224,0.4375
4242,0.4375
15277,0.4375
15279,0.4375
15555,0.4375
15327,0.4375
15351,0.4375
15379,0.4375
15390,0.4375
9482,0.4375
1671,0.4375
9265,0.4375
15284,0.4375
15308,0.4375
15313,0.4375
779,0.4375
15143,0.4375
6462,0.4375
6483,0.4375
2098,0.4375
9376,0.4375
9387,0.4375
9396,0.4375
9443,0.4375
9451,0.4375
4449,0.4375
4455,0.4375
4489,0.4375
4539,0.4375
9208,0.4375
9240,0.4375
9244,0.4375
9252,0.4375
9097,0.4375
16182,0.4375
15994,0.4375
16011,0.4375
16021,0.4375
16066,0.4375
16072,0.4375
4208,0.4375
4547,0.4375
795,0.4375
15042,0.4375
19144,0.4375
16264,0.4375
16275,0.4375
16165,0.4375
9123,0.4375
9156,0.4375
9159,0.4375
1682,0.4375
15085,0.4375
15089,0.4375
15109,0.4375
810,0.4375
815,0.4375
14948,0.4375
14968,0.4375
4522,0.4375
8980,0.4375
18650,0.4375
1909,0.4375
7780,0.4375
7801,0.4375
7805,0.4375
15068,0.4375
7677,0.4375
2612,0.4375
3135,0.4375
3136,0.4375
3138,0.4375
3163,0.4375
3167,0.4375
3169,0.4375
19127,0.4375
7562,0.4375
4639,0.4375
4647,0.4375
14760,0.4375
9699,0.4375
1639,0.4375
1641,0.4375
9550,0.4375
9592,0.4375
9596,0.4375
9601,0.4375
14976,0.4375
14874,0.4375
14892,0.4375
14925,0.4375
14941,0.4375
9696,0.4375
14774,0.4375
14646,0.4375
14682,0.4375
14721,0.4375
4576,0.4375
4622,0.4375
18986,0.4375
19007,0.4375
19021,0.4375
7711,0.4375
7715,0.4375
7720,0.4375
7745,0.4375
1938,0.4375
1948,0.4375
4808,0.4375
872,0.4375
9799,0.4375
9816,0.4375
9870,0.4375
16334,0.4375
16339,0.4375
16342,0.4375
16188,0.4375
16197,0.4375
16232,0.4375
16250,0.4375
2465,0.4375
2476,0.4375
4110,0.4375
4151,0.4375
9726,0.4375
9740,0.4375
9777,0.4375
14559,0.4375
14561,0.4375
14567,0.4375
14604,0.4375
14639,0.4375
14366,0.4375
14386,0.4375
14388,0.4375
839,0.4375
4721,0.4375
4727,0.4375
4763,0.4375
4791,0.4375
4940,0.4375
2340,0.4375
14288,0.4375
14324,0.4375
4156,0.4375
4183,0.4375
16477,0.4375
16503,0.4375
16512,0.4375
16375,0.4375
16382,0.4375
16412,0.4375
9041,0.4375
9896,0.4375
9924,0.4375
9936,0.4375
16522,0.4375
16528,0.4375
16775,0.4375
8863,0.4375
8902,0.4375
8929,0.4375
8935,0.4375
8940,0.4375
16554,0.4375
561,0.4375
16421,0.4375
16458,0.4375
8959,0.4375
2084,0.4375
4876,0.4375
4891,0.4375
14267,0.4375
14065,0.4375
14072,0.4375
14109,0.4375
14128,0.4375
2360,0.4375
2365,0.4375
169,0.4375
19059,0.4375
19084,0.4375
3001,0.4375
3017,0.4375
3025,0.4375
6702,0.4375
8797,0.4375
4019,0.4375
6345,0.4375
6346,0.4375
543,0.4375
16603,0.4375
16608,0.4375
16647,0.4375
16678,0.4375
8830,0.4375
8850,0.4375
1761,0.4375
8631,0.4375
6397,0.4375
9875,0.4375
918,0.4375
14198,0.4375
14251,0.4375
8665,0.4375
18531,0.4375
18550,0.4375
18795,0.4375
18800,0.4375
18813,0.4375
18592,0.4375
18593,0.4375
10058,0.4375
14135,0.4375
951,0.4375
13999,0.4375
14003,0.4375
14004,0.4375
2132,0.4375
6338,0.4375
13674,0.4375
13677,0.4375
13700,0.4375
13963,0.4375
13964,0.4375
13762,0.4375
13798,0.4375
13812,0.4375
4946,0.4375
4970,0.4375
4986,0.4375
13845,0.4375
1568,0.4375
10012,0.4375
10025,0.4375
10047,0.4375
10276,0.4375
1564,0.4375
10114,0.4375
10115,0.4375
10133,0.4375
16822,0.4375
16852,0.4375
522,0.4375
16704,0.4375
16737,0.4375
16753,0.4375
16764,0.4375
3894,0.4375
3908,0.4375
16796,0.4375
511,0.4375
16802,0.4375
16808,0.4375
8691,0.4375
8732,0.4375
1776,0.4375
1791,0.4375
8587,0.4375
8612,0.4375
6755,0.4375
16987,0.4375
16993,0.4375
17011,0.4375
16873,0.4375
10263,0.4375
10264,0.4375
10270,0.4375
6204,0.4375
6222,0.4375
6240,0.4375
6285,0.4375
6286,0.4375
10189,0.4375
1545,0.4375
13550,0.4375
13447,0.4375
13460,0.4375
13469,0.4375
5019,0.4375
5052,0.4375
5071,0.4375
5102,0.4375
5110,0.4375
10341,0.4375
10356,0.4375
16931,0.4375
17134,0.4375
3770,0.4375
3841,0.4375
465,0.4375
477,0.4375
16963,0.4375
16964,0.4375
17250,0.4375
17040,0.4375
17051,0.4375
13369,0.4375
5143,0.4375
2310,0.4375
3083,0.4375
3088,0.4375
19180,0.4375
7461,0.4375
7488,0.4375
7501,0.4375
7505,0.4375
7508,0.4375
19472,0.4375
100,0.4375
5205,0.4375
13255,0.4375
13310,0.4375
10543,0.4375
10315,0.4375
10340,0.4375
10432,0.4375
10483,0.4375
10513,0.4375
10517,0.4375
17061,0.4375
17085,0.4375
17119,0.4375
6759,0.4375
6775,0.4375
6783,0.4375
8373,0.4375
8386,0.4375
8392,0.4375
17330,0.4375
5158,0.4375
5164,0.4375
6161,0.4375
6174,0.4375
10580,0.4375
13219,0.4375
13023,0.4375
1093,0.4375
1095,0.4375
13069,0.4375
13156,0.4375
2297,0.4375
13329,0.4375
13331,0.4375
13206,0.4375
10589,0.4375
10632,0.4375
10639,0.4375
2277,0.4375
12940,0.4375
12948,0.4375
6073,0.4375
17338,0.4375
3223,0.4375
3242,0.4375
259,0.4375
18353,0.4375
18357,0.4375
18405,0.4375
18688,0.4375
246,0.4375
17346,0.4375
6126,0.4375
6151,0.4375
19335,0.4375
19353,0.4375
19362,0.4375
19382,0.4375
2009,0.4375
7205,0.4375
7210,0.4375
12967,0.4375
12974,0.4375
12986,0.4375
12916,0.4375
2303,0.4375
5234,0.4375
5295,0.4375
5296,0.4375
5302,0.4375
10771,0.4375
1457,0.4375
12963,0.4375
438,0.4375
17148,0.4375
17160,0.4375
17408,0.4375
17414,0.4375
17469,0.4375
17261,0.4375
17265,0.4375
17313,0.4375
17321,0.4375
8440,0.4375
138,0.4375
19288,0.4375
10848,0.4375
10854,0.4375
12745,0.4375
12781,0.4375
12824,0.4375
12842,0.4375
12641,0.4375
12658,0.4375
12693,0.4375
12925,0.4375
2284,0.4375
5314,0.4375
5318,0.4375
5319,0.4375
1484,0.4375
10769,0.4375
10977,0.4375
10993,0.4375
10818,0.4375
8468,0.4375
8506,0.4375
8342,0.4375
8353,0.4375
369,0.4375
2543,0.4375
3654,0.4375
3712,0.4375
3742,0.4375
3758,0.4375
409,0.4375
10820,0.4375
10847,0.4375
12386,0.4375
2266,0.4375
5466,0.4375
1194,0.4375
12450,0.4375
12709,0.4375
12724,0.4375
12527,0.4375
12548,0.4375
12560,0.4375
12580,0.4375
12598,0.4375
12619,0.4375
5374,0.4375
10921,0.4375
10947,0.4375
12459,0.4375
17662,0.4375
17677,0.4375
17576,0.4375
8258,0.4375
8267,0.4375
8274,0.4375
8284,0.4375
8289,0.4375
8295,0.4375
6814,0.4375
12466,0.4375
12488,0.4375
12517,0.4375
12367,0.4375
1204,0.4375
3276,0.4375
3313,0.4375
1892,0.4375
7845,0.4375
7867,0.4375
7872,0.4375
3197,0.4375
338,0.4375
12254,0.4375
12272,0.4375
2190,0.4375
5972,0.4375
5981,0.4375
6005,0.4375
6016,0.4375
6034,0.4375
11057,0.4375
11058,0.4375
11062,0.4375
11067,0.4375
11075,0.4375
12418,0.4375
12430,0.4375
19538,0.4375
19552,0.4375
82,0.4375
19430,0.4375
2933,0.4375
12438,0.4375
1230,0.4375
17828,0.4375
18345,0.4375
1416,0.4375
11128,0.4375
12224,0.4375
5488,0.4375
5577,0.4375
1260,0.4375
12327,0.4375
12337,0.4375
1243,0.4375
12161,0.4375
12185,0.4375
12190,0.4375
12210,0.4375
12212,0.4375
11155,0.4375
1426,0.4375
12010,0.4375
5884,0.4375
2193,0.4375
5889,0.4375
374,0.4375
383,0.4375
17628,0.4375
17642,0.4375
6856,0.4375
6894,0.4375
1843,0.4375
8188,0.4375
8197,0.4375
3610,0.4375
5940,0.4375
11100,0.4375
2951,0.4375
19510,0.4375
7430,0.4375
7431,0.4375
7433,0.4375
1953,0.4375
7238,0.4375
19773,0.4375
11890,0.4375
11942,0.4375
12085,0.4375
12086,0.4375
12107,0.4375
12143,0.4375
1268,0.4375
12008,0.4375
11809,0.4375
11816,0.4375
5626,0.4375
12035,0.4375
1250,0.4375
3622,0.4375
17964,0.4375
17973,0.4375
17975,0.4375
17861,0.4375
17867,0.4375
17885,0.4375
18000,0.4375
18034,0.4375
18036,0.4375
11855,0.4375
5705,0.4375
1315,0.4375
18037,0.4375
18195,0.4375
6915,0.4375
6920,0.4375
6963,0.4375
6964,0.4375
6999,0.4375
7023,0.4375
1887,0.4375
18236,0.4375
11681,0.4375
11762,0.4375
11765,0.4375
11803,0.4375
18262,0.4375
18284,0.4375
18083,0.4375
8230,0.4375
8091,0.4375
8104,0.4375
8119,0.4375
8146,0.4375
3452,0.4375
3469,0.4375
11383,0.4375
1396,0.4375
11265,0.4375
5631,0.4375
5632,0.4375
5653,0.4375
26,0.4375
19937,0.4375
2796,0.4375
6,0.4375
2699,0.4375
2685,0.4375
5831,0.4375
83,0.4375
19608,0.4375
19816,0.4375
19852,0.4375
19731,0.4375
19745,0.4375
3479,0.4375
3481,0.4375
3500,0.4375
15716,0.4375
15777,0.4375
2651,0.4375
11520,0.4375
11525,0.4375
11533,0.4375
11556,0.4375
11563,0.4375
11566,0.4375
5713,0.4375
5716,0.4375
5720,0.4375
40,0.4375
7281,0.4375
7288,0.4375
7295,0.4375
